schema,role,commit,strategy,strategy_sha256,opponent_family,seed_set,seed,scenario_id,police_start,thief_start,config,grid,quota,horizon,outcome,captured,steps,barriers_placed,own_score,opponent_score
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,17807834701948516605,bcbe1bc846720cc96d5d0b8a2f19a585c309580ea7a72651c18c9742e6be10ee,"2,5","5,0",grid7,7,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,6812595032350771077,bcd2f05976a12812c9c2d8a716ab9d56b506600043ffb11569e37cd773daf95b,"2,0","3,6",grid9-horizon45,9,14,45,SURVIVAL,0,45,1,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,15452741310026791750,bcef9d86a996c77a2219fe30a5ec9432d358e4d4551ce676001186ed13ba69eb,"6,3","1,0",grid7,7,14,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,4121802901490525102,bd28a6375be1f5284246dbd5ec5159112a141ec977f2430628fcb42ceb9898b0,"6,7","6,4",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,center_mobility,development,15286638306117242565,bd6d18d361e8be87e7a7d3554944f4a319f6488c6ce5c1815765f0f6c3ba0de7,"6,2","3,7",grid9,9,14,35,SURVIVAL,0,35,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,15602693097989704502,be635e366598565514997aaefa69a421391277412b20b30621e2e11b24912d35,"6,1","0,5",grid7-quota22,7,22,35,SURVIVAL,0,35,5,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,adversarial_corner,development,13013043562567418088,c0db56a0c13ec17022e34f17b7508295634cb9bd5376e4a4930238f55ac1200b,"5,1","0,4",grid9-horizon45,9,14,45,SURVIVAL,0,45,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,17807834701948516605,c1960f729b0670822eb00156c38996c4449777f345e5cd9a40716632c4a8bbbc,"2,5","5,0",grid7-quota22,7,22,35,SURVIVAL,0,35,5,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,scent_aware,development,15141416308091426555,c1ea8b12d3aeffee8c901f193344e9964c635ceb5faa0b0a4f74f1a5748e4ae1,"8,2","6,7",grid9,9,14,35,SURVIVAL,0,35,7,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,3791844465452363303,c24537c975956d067469dc95b14e29f2fb10024c6c3ff89ac32d1244a6321e4a,"2,2","3,5",grid7-quota22,7,22,35,SURVIVAL,0,35,3,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,evasive,development,2401294506762670637,c335d45ec539d643eb8158343133a1b9f873129acd069d37c9c70d840e05cd8d,"8,2","6,6",grid9-horizon45,9,14,45,SURVIVAL,0,45,2,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,random_legal,development,9028700387621205434,c3a8073bd9ebd8ec09d243f7d84d5a11ad8d0ff45877adc7ce04f5d7c94db325,"2,5","1,3",grid7-quota22,7,22,35,SURVIVAL,0,35,4,5,10
research-2,police,79f49cde6f2edb5e0d6eb8d574601a71c160ac7e,C3-pressure,1cc0a20d40680874a337dd3f7f2e552924763e42f291066990cb0dc8385c2884,pursuit,development,4699758742870073219,c4407ecab1aa841d68e832546c142e081362e0f5c5840f567d6d3797b66a137f,"7,8","8,0",grid9,9,14,35,SURVIVAL,0,35,1,5,10
